9.793000221252441406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.765000104904174805e-01,9.769999980926513672e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.986999928951263428e-01,8.754000067710876465e-01,9.726999998092651367e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.390000104904174805e-01,6.097999811172485352e-01,9.006999731063842773e-01,9.761000275611877441e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.975000143051147461e-01,3.370999991893768311e-01,5.834000110626220703e-01,8.799999952316284180e-01,9.714000225067138672e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.876999974250793457e-01,2.781000137329101562e-01,4.487000107765197754e-01,6.420999765396118164e-01,8.640000224113464355e-01,9.746000170707702637e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.689999938011169434e-01,2.435999959707260132e-01,3.262999951839447021e-01,4.399000108242034912e-01,6.676999926567077637e-01,8.500999808311462402e-01,9.702000021934509277e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.943999975919723511e-01,2.318000048398971558e-01,2.648000121116638184e-01,3.817000091075897217e-01,4.862000048160552979e-01,6.075999736785888672e-01,8.097000122070312500e-01,9.696000218391418457e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.445999979972839355e-01,2.008000016212463379e-01,2.345000058412551880e-01,2.293999940156936646e-01,4.165999889373779297e-01,4.259999990463256836e-01,6.189000010490417480e-01,8.289999961853027344e-01,9.661999940872192383e-01,0.000000000000000000e+00
2.164999991655349731e-01,2.266000062227249146e-01,1.949000060558319092e-01,1.937000006437301636e-01,4.381000101566314697e-01,3.366999924182891846e-01,5.123000144958496094e-01,5.569000244140625000e-01,8.478000164031982422e-01,9.692999720573425293e-01
