9.818000197410583496e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.540999889373779297e-01,9.781000018119812012e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.250999987125396729e-01,9.006999731063842773e-01,9.768000245094299316e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.677000105381011963e-01,7.434999942779541016e-01,9.143000245094299316e-01,9.767000079154968262e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.556999862194061279e-01,4.866000115871429443e-01,7.615000009536743164e-01,9.226999878883361816e-01,9.750999808311462402e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.268999963998794556e-01,4.199999868869781494e-01,5.504000186920166016e-01,7.824000120162963867e-01,9.417999982833862305e-01,9.750000238418579102e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.488000005483627319e-01,2.937999963760375977e-01,4.246999919414520264e-01,6.093999743461608887e-01,7.576000094413757324e-01,9.466999769210815430e-01,9.740999937057495117e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.465999931097030640e-01,2.072000056505203247e-01,2.935000061988830566e-01,3.964999914169311523e-01,6.923000216484069824e-01,7.899000048637390137e-01,9.230999946594238281e-01,9.696000218391418457e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.462000012397766113e-01,1.766999959945678711e-01,2.637999951839447021e-01,3.328999876976013184e-01,4.754999876022338867e-01,5.551999807357788086e-01,7.713000178337097168e-01,9.363999962806701660e-01,9.724000096321105957e-01,0.000000000000000000e+00
1.413999944925308228e-01,1.648000031709671021e-01,2.770999968051910400e-01,2.851999998092651367e-01,4.447000026702880859e-01,4.611000120639801025e-01,6.721000075340270996e-01,8.495000004768371582e-01,9.445999860763549805e-01,9.724000096321105957e-01
