9.828000068664550781e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.906000256538391113e-01,9.793999791145324707e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.512999892234802246e-01,9.031000137329101562e-01,9.767000079154968262e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.512000083923339844e-01,6.312000155448913574e-01,9.017999768257141113e-01,9.772999882698059082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.499000072479248047e-01,4.528000056743621826e-01,6.589999794960021973e-01,9.215000271797180176e-01,9.736999869346618652e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.773000001907348633e-01,3.201000094413757324e-01,6.263999938964843750e-01,7.475000023841857910e-01,9.312000274658203125e-01,9.749000072479248047e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.124000042676925659e-01,2.655999958515167236e-01,4.435000121593475342e-01,5.340999960899353027e-01,7.386999726295471191e-01,9.021000266075134277e-01,9.722999930381774902e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.735000014305114746e-01,1.480000019073486328e-01,3.185999989509582520e-01,4.787999987602233887e-01,6.248000264167785645e-01,5.163000226020812988e-01,9.243000149726867676e-01,9.739000201225280762e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.879000067710876465e-01,1.278000026941299438e-01,2.340999990701675415e-01,3.210999965667724609e-01,5.002999901771545410e-01,4.589000046253204346e-01,7.013000249862670898e-01,9.132000207901000977e-01,9.693999886512756348e-01,0.000000000000000000e+00
1.314000040292739868e-01,1.406999975442886353e-01,1.772000044584274292e-01,2.793000042438507080e-01,3.716999888420104980e-01,3.345000147819519043e-01,6.586999893188476562e-01,8.242999911308288574e-01,9.309999942779541016e-01,9.706000089645385742e-01
